confirmed_cases,confirmed_deaths,majority_vaccinated,population_vaccinated
869576,5900,V,70.57
871181,5901,V,70.57
871181,5901,V,70.57
871181,5901,V,70.57
874090,5901,V,70.57
875821,5905,V,70.57
877702,5908,V,70.57
879481,5908,V,70.57
881020,5909,V,70.57
881020,5909,V,70.57
881020,5909,V,70.57
883631,5909,V,70.57
885310,5913,V,70.57
887046,5918,V,70.57
888512,5919,V,70.57
889656,5920,V,70.57
889656,5920,V,70.57
889656,5920,V,70.57
891726,5924,V,70.57
892641,5928,V,70.57
893613,5934,V,70.57
894519,5935,V,70.57
895513,5937,V,70.57
895513,5937,V,70.57
895513,5937,V,70.57
897178,5941,V,70.57
897957,5944,V,70.57
899133,5946,V,70.57
899938,5947,V,70.57
900654,5949,V,70.57
900654,5949,V,70.57
900654,5949,V,70.57
902095,5950,V,70.57
902890,5953,V,70.57
904090,5954,V,70.57
904983,5956,V,70.57
905904,5957,V,70.57
905904,5957,V,70.57
905904,5957,V,70.57
907831,5957,V,70.57
908852,5960,V,70.57
910583,5964,V,70.57
912002,5965,V,70.57
913371,5969,V,70.57
913371,5969,V,70.57
913371,5969,V,70.57
916282,5971,V,70.57
917595,5974,V,70.57
918860,5977,V,70.57
920545,5980,V,70.57
921974,5981,V,70.57
921974,5981,V,70.57
921974,5981,V,70.57
924651,5981,V,70.57
925883,5984,V,70.57
927676,5984,V,70.57
929051,5990,V,70.57
930254,5994,V,70.57
930254,5994,V,70.57
930254,5994,V,70.57
932485,5998,V,70.57
933476,6006,V,70.57
934888,6008,V,70.57
936008,6009,V,70.57
937162,6012,V,70.57
937162,6012,V,70.57
937162,6012,V,70.57
939146,6013,V,70.57
940131,6019,V,70.57
941284,6023,V,70.57
942091,6026,V,70.57
942923,6028,V,70.57
942923,6028,V,70.57
942923,6028,V,70.57
944302,6033,V,70.57
945174,6036,V,70.57
946092,6036,V,70.57
946914,6037,V,70.57
947539,6039,V,70.57
947539,6039,V,70.57
947539,6039,V,70.57
948611,6041,V,70.57
949252,6044,V,70.57
949986,6047,V,70.57
950668,6050,V,70.57
951164,6053,V,70.57
951164,6053,V,70.57
951164,6053,V,70.57
952099,6053,V,70.57
952692,6056,V,70.57
953337,6056,V,70.57
953835,6058,V,70.57
954230,6062,V,70.57
954230,6062,V,70.57
954230,6062,V,70.57
954953,6064,V,70.57
955436,6067,V,70.57
955943,6070,V,70.57
956392,6073,V,70.57
956780,6076,V,70.57
956780,6076,V,70.57
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1,0,NV,0
2,0,NV,0
2,0,NV,0
2,0,NV,0
5,0,NV,0
6,0,NV,0
7,0,NV,0
7,0,NV,0
7,0,NV,0
7,0,NV,0
7,0,NV,0
8,0,NV,0
8,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
10,0,NV,0
11,0,NV,0
12,0,NV,0
15,0,NV,0
17,0,NV,0
17,0,NV,0
18,0,NV,0
24,0,NV,0
24,0,NV,0
25,0,NV,0
30,0,NV,0
31,0,NV,0
33,0,NV,0
37,0,NV,0
37,0,NV,0
38,0,NV,0
41,0,NV,0
41,0,NV,0
41,0,NV,0
43,0,NV,0
43,0,NV,0
44,0,NV,0
44,0,NV,0
44,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
45,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
46,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
47,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
48,0,NV,0
49,0,NV,2.53
49,0,NV,2.71
49,0,NV,2.89
49,0,NV,3.1
49,0,NV,3.25
49,0,NV,3.38
49,0,NV,3.52
49,0,NV,3.64
49,0,NV,3.76
49,0,NV,3.89
49,0,NV,4.07
49,0,NV,4.2
49,0,NV,4.29
49,0,NV,4.37
49,0,NV,4.45
49,0,NV,4.51
49,0,NV,4.59
49,0,NV,4.66
49,0,NV,4.73
49,0,NV,4.82
49,0,NV,4.91
49,0,NV,5
49,0,NV,5.1
49,0,NV,5.19
49,0,NV,5.27
49,0,NV,5.35
49,0,NV,5.37
49,0,NV,5.42
49,0,NV,5.5
49,0,NV,5.59
49,0,NV,5.69
49,0,NV,5.83
49,0,NV,5.93
49,0,NV,6.04
49,0,NV,6.18
49,0,NV,6.3
49,0,NV,6.44
49,0,NV,6.6
49,0,NV,6.79
50,0,NV,6.94
50,0,NV,7.06
50,0,NV,7.22
50,0,NV,7.3
50,0,NV,7.43
50,0,NV,7.61
50,0,NV,7.82
50,0,NV,8
51,0,NV,8.14
51,0,NV,8.31
51,0,NV,8.46
51,0,NV,8.61
51,0,NV,8.81
51,0,NV,9.04
51,0,NV,9.04
51,0,NV,9.37
51,0,NV,9.52
51,0,NV,9.67
51,0,NV,9.8
51,0,NV,9.97
51,0,NV,10.17
51,0,NV,10.34
51,0,NV,10.47
51,0,NV,10.61
52,0,NV,10.74
52,0,NV,10.88
52,0,NV,11.02
52,0,NV,11.2
52,0,NV,11.35
52,0,NV,11.43
52,0,NV,11.6
52,0,NV,11.78
52,0,NV,11.94
53,0,NV,12.15
53,0,NV,12.38
53,0,NV,12.59
53,0,NV,12.77
53,0,NV,12.98
53,0,NV,13.18
53,0,NV,13.38
53,0,NV,13.63
53,0,NV,13.93
53,0,NV,14.19
54,0,NV,14.52
54,0,NV,14.95
54,0,NV,15.4
54,0,NV,15.87
54,0,NV,16.39
55,0,NV,17
55,0,NV,17
55,0,NV,18.1
55,0,NV,18.1
55,0,NV,18.1
55,0,NV,20.18
55,0,NV,20.93
55,0,NV,21.55
55,0,NV,21.93
55,0,NV,22.57
55,0,NV,23.32
55,0,NV,23.93
55,0,NV,24.57
55,0,NV,25.25
55,0,NV,26.01
55,0,NV,26.56
55,0,NV,27.08
55,0,NV,27.66
56,0,NV,28.13
56,0,NV,28.62
56,0,NV,29.11
58,0,NV,29.69
59,0,NV,30.09
59,0,NV,30.56
59,0,NV,30.96
59,0,NV,31.36
59,0,NV,31.75
59,0,NV,32.19
59,0,NV,32.63
59,0,NV,32.96
59,0,NV,33.25
63,0,NV,33.55
63,0,NV,33.73
63,0,NV,33.78
63,0,NV,33.78
63,0,NV,33.78
63,0,NV,34.04
63,0,NV,34.42
63,0,NV,34.42
63,0,NV,35.09
63,0,NV,35.3
63,0,NV,35.63
63,0,NV,35.63
63,0,NV,35.63
63,0,NV,36.44
63,0,NV,36.44
63,0,NV,36.99
63,0,NV,36.99
63,0,NV,36.99
63,0,NV,36.99
63,0,NV,36.99
63,0,NV,38.04
63,0,NV,38.04
63,0,NV,38.04
63,0,NV,38.04
63,0,NV,38.04
63,0,NV,38.04
63,0,NV,38.04
63,0,NV,39.43
63,0,NV,39.43
63,0,NV,39.43
63,0,NV,39.89
63,0,NV,39.89
63,0,NV,39.89
63,0,NV,39.89
63,0,NV,40.32
63,0,NV,40.32
63,0,NV,40.32
63,0,NV,40.32
63,0,NV,40.32
63,0,NV,40.32
63,0,NV,40.32
63,0,NV,41.89
63,0,NV,41.89
63,0,NV,41.89
63,0,NV,42.67
63,0,NV,42.67
63,0,NV,42.67
63,0,NV,42.67
63,0,NV,43.62
63,0,NV,43.62
63,0,NV,43.62
63,0,NV,43.62
65,0,NV,43.62
66,0,NV,43.62
66,0,NV,43.62
67,0,NV,43.62
71,0,NV,43.62
71,0,NV,44.44
71,0,NV,44.7
71,0,NV,44.88
71,0,NV,44.88
71,0,NV,45.17
74,0,NV,45.17
75,0,NV,45.17
75,0,NV,45.17
75,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,45.17
77,0,NV,46.81
77,0,NV,46.81
77,0,NV,47.32
77,0,NV,47.32
77,0,NV,47.32
77,0,NV,47.32
77,0,NV,47.32
77,0,NV,47.32
77,0,NV,47.32
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,NV,49.37
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,52.06
77,0,V,60.2
77,0,V,60.56
77,0,V,60.84
77,0,V,60.84
77,0,V,61.47
77,0,V,61.47
77,0,V,62.09
77,0,V,62.09
77,0,V,62.65
77,0,V,62.65
77,0,V,63.1
77,0,V,63.3
77,0,V,63.53
77,0,V,63.67
77,0,V,63.67
77,0,V,63.97
77,0,V,63.97
77,0,V,64.24
77,0,V,64.24
77,0,V,64.51
77,0,V,64.51
77,0,V,64.78
77,0,V,64.78
77,0,V,65.07
77,0,V,65.24
77,0,V,65.37
77,0,V,65.49
77,0,V,65.49
77,0,V,65.64
77,0,V,65.64
77,0,V,65.73
77,0,V,65.89
77,0,V,65.89
77,0,V,66
77,0,V,66
78,0,V,66.11
78,0,V,66.11
78,0,V,66.31
79,0,V,66.4
79,0,V,66.4
79,0,V,66.53
79,0,V,66.58
79,0,V,66.65
79,0,V,66.73
79,0,V,66.81
79,0,V,66.87
79,0,V,66.98
79,0,V,66.98
79,0,V,67.14
79,0,V,67.22
79,0,V,67.28
79,0,V,67.34
79,0,V,67.41
79,0,V,67.48
79,0,V,67.59
79,0,V,67.65
79,0,V,67.72
79,0,V,67.77
79,0,V,67.83
79,0,V,67.88
79,0,V,67.95
79,0,V,68.04
79,0,V,68.1
79,0,V,68.17
79,0,V,68.24
79,0,V,68.3
79,0,V,68.36
79,0,V,68.43
79,0,V,68.5
79,0,V,68.5
79,0,V,68.6
79,0,V,68.61
79,0,V,68.62
79,0,V,68.63
79,0,V,68.66
79,0,V,68.66
79,0,V,68.77
79,0,V,68.77
79,0,V,68.94
79,0,V,69.02
79,0,V,69.09
79,0,V,69.18
79,0,V,69.18
79,0,V,69.35
79,0,V,69.44
79,0,V,69.52
79,0,V,69.61
79,0,V,69.69
79,0,V,69.79
79,0,V,69.91
79,0,V,69.99
79,0,V,70.08
80,0,V,70.15
80,0,V,70.23
80,0,V,70.3
80,0,V,70.38
80,0,V,70.38
81,0,V,70.38
81,0,V,70.73
81,0,V,70.81
82,0,V,70.87
82,0,V,70.94
82,0,V,71
82,0,V,71
82,0,V,71
82,0,V,71.23
82,0,V,71.3
82,0,V,71.35
82,0,V,71.41
82,0,V,71.47
82,0,V,71.58
82,0,V,71.66
82,0,V,71.73
82,0,V,71.79
82,0,V,71.87
82,0,V,71.95
82,0,V,72.06
82,0,V,72.06
82,0,V,72.31
82,0,V,72.42
82,0,V,72.51
82,0,V,72.59
82,0,V,72.68
82,0,V,72.82
82,0,V,72.82
82,0,V,73.2
82,0,V,73.34
82,0,V,73.34
82,0,V,73.58
82,0,V,73.7
82,0,V,73.89
82,0,V,73.89
82,0,V,73.89
82,0,V,74.63
82,0,V,74.78
82,0,V,74.92
82,0,V,75.06
82,0,V,75.28
82,0,V,75.69
82,0,V,75.69
82,0,V,76.08
82,0,V,76.23
82,0,V,76.23
82,0,V,76.78
82,0,V,76.78
82,0,V,76.78
82,0,V,76.78
82,0,V,76.78
82,0,V,77.92
82,0,V,78.07
82,0,V,78.22
82,0,V,78.22
82,0,V,78.89
82,0,V,79.09
82,0,V,79.25
82,0,V,79.36
82,0,V,79.45
82,0,V,79.45
82,0,V,79.8
82,0,V,80.18
82,0,V,80.3
82,0,V,80.41
82,0,V,80.54
82,0,V,80.63
82,0,V,80.71
82,0,V,80.83
82,0,V,81.04
82,0,V,81.14
82,0,V,81.24
82,0,V,81.33
82,0,V,81.39
82,0,V,81.45
82,0,V,81.54
82,0,V,81.73
82,0,V,81.84
82,0,V,81.84
82,0,V,81.99
82,0,V,82.06
82,0,V,82.12
82,0,V,82.21
82,0,V,82.21
82,0,V,82.21
82,0,V,82.53
82,0,V,82.59
82,0,V,82.65
83,0,V,82.7
83,0,V,82.77
83,0,V,82.9
83,0,V,82.96
83,0,V,83.05
83,0,V,83.1
83,0,V,83.18
83,0,V,83.26
83,0,V,83.35
83,0,V,83.41
83,0,V,83.46
83,0,V,83.52
83,0,V,83.57
83,0,V,83.6
83,0,V,83.63
83,0,V,83.69
83,0,V,83.77
83,0,V,83.82
83,0,V,83.86
83,0,V,83.9
83,0,V,83.93
83,0,V,83.97
83,0,V,84.03
83,0,V,84.09
91,0,V,84.11
93,0,V,84.11
98,0,V,84.13
107,0,V,84.15
115,0,V,84.16
125,0,V,84.16
129,0,V,84.2
129,0,V,84.21
172,0,V,84.23
189,0,V,84.25
205,0,V,84.27
264,0,V,84.3
325,0,V,84.31
348,0,V,84.32
382,2,V,84.32
400,2,V,84.34
461,2,V,84.35
461,2,V,84.36
550,2,V,84.36
566,2,V,84.36
590,2,V,84.39
621,2,V,84.4
642,2,V,84.4
663,3,V,84.42
663,3,V,84.42
696,5,V,84.42
711,5,V,84.43
727,5,V,84.44
742,5,V,84.44
756,5,V,84.45
762,5,V,84.45
772,5,V,84.46
781,6,V,84.47
783,6,V,84.48
783,6,V,84.5
785,6,V,84.51
787,6,V,84.54
788,6,V,84.56
788,6,V,84.59
789,6,V,84.62
791,6,V,84.62
791,6,V,84.62
791,6,V,84.62
791,6,V,84.62
791,6,V,84.79
791,6,V,84.79
791,6,V,84.79
791,6,V,84.79
791,6,V,84.79
791,6,V,84.79
791,6,V,84.79
791,6,V,84.79
791,6,V,84.8
791,6,V,84.8
791,6,V,84.8
791,6,V,84.8
791,6,V,85.24
792,6,V,85.27
793,6,V,85.31
793,6,V,85.35
793,6,V,85.38
793,6,V,85.42
793,6,V,85.44
793,6,V,85.44
793,6,V,85.5
793,6,V,85.54
793,6,V,85.58
793,6,V,85.59
793,6,V,85.63
793,6,V,85.63
793,6,V,85.69
793,6,V,85.73
793,6,V,85.78
793,6,V,85.81
793,6,V,85.85
793,6,V,85.89
793,6,V,85.92
793,6,V,85.95
793,6,V,85.98
793,6,V,86.02
793,6,V,86.04
793,6,V,86.07
793,6,V,86.07
793,6,V,86.07
793,6,V,86.07
793,6,V,86.07
793,6,V,86.07
793,6,V,86.07
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
793,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
795,6,V,86.22
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
2,0,NV,0
2,0,NV,0
2,0,NV,0
2,0,NV,0
2,0,NV,0
3,1,NV,0
5,1,NV,0
6,1,NV,0
7,1,NV,0
17,1,NV,0
28,1,NV,0
29,1,NV,0
38,2,NV,0
49,2,NV,0
63,2,NV,0
77,3,NV,0
96,3,NV,0
115,4,NV,0
143,4,NV,0
170,5,NV,0
225,6,NV,0
275,11,NV,0
345,23,NV,0
402,25,NV,0
479,26,NV,0
556,33,NV,0
617,36,NV,0
654,39,NV,0
708,44,NV,0
791,48,NV,0
919,59,NV,0
1021,70,NV,0
1120,80,NV,0
1184,90,NV,0
1275,93,NV,0
1374,97,NV,0
1448,107,NV,0
1545,111,NV,0
1661,118,NV,0
1763,126,NV,0
1888,126,NV,0
2024,127,NV,0
2283,130,NV,0
2564,135,NV,0
2685,137,NV,0
2855,141,NV,0
3046,143,NV,0
3209,145,NV,0
3446,149,NV,0
3568,155,NV,0
3758,158,NV,0
3897,159,NV,0
4065,161,NV,0
4120,162,NV,0
4252,165,NV,0
4321,168,NV,0
4423,170,NV,0
4569,171,NV,0
4729,173,NV,0
4903,174,NV,0
5053,179,NV,0
5219,181,NV,0
5408,183,NV,0
5548,183,NV,0
5711,186,NV,0
5910,186,NV,0
6063,188,NV,0
6281,188,NV,0
6418,188,NV,0
6512,188,NV,0
6607,190,NV,0
6652,190,NV,0
6741,192,NV,0
6870,192,NV,0
6952,192,NV,0
7023,193,NV,0
7133,194,NV,0
7211,196,NV,0
7332,197,NV,0
7406,198,NV,0
7433,199,NV,0
7532,200,NV,0
7577,202,NV,0
7601,202,NV,0
7643,202,NV,0
7714,202,NV,0
7780,204,NV,0
7807,205,NV,0
7833,205,NV,0
7866,206,NV,0
7922,206,NV,0
8003,208,NV,0
8071,208,NV,0
8151,208,NV,0
8224,208,NV,0
8302,208,NV,0
8437,210,NV,0
8508,211,NV,0
8537,211,NV,0
8610,212,NV,0
8692,212,NV,0
8793,212,NV,0
8885,212,NV,0
8931,212,NV,0
8997,213,NV,0
9074,213,NV,0
9613,213,NV,0
9839,213,NV,0
9977,214,NV,0
10172,214,NV,0
10344,214,NV,0
10907,216,NV,0
11338,217,NV,0
11633,218,NV,0
11877,220,NV,0
12052,221,NV,0
12290,225,NV,0
12533,228,NV,0
12636,228,NV,0
12969,229,NV,0
13288,230,NV,0
13822,232,NV,0
14215,235,NV,0
14379,237,NV,0
14607,240,NV,0
14771,242,NV,0
15079,242,NV,0
15328,243,NV,0
15542,245,NV,0
15745,250,NV,0
15936,255,NV,0
16097,257,NV,0
16262,259,NV,0
16545,263,NV,0
16726,264,NV,0
17015,269,NV,0
17236,273,NV,0
17562,276,NV,0
17742,280,NV,0
17962,285,NV,0
18264,292,NV,0
18834,299,NV,0
19645,305,NV,0
20278,313,NV,0
20887,316,NV,0
21387,327,NV,0
22213,334,NV,0
23259,346,NV,0
24322,353,NV,0
25015,367,NV,0
25537,382,NV,0
26196,401,NV,0
27217,417,NV,0
28500,435,NV,0
29644,449,NV,0
30662,461,NV,0
32007,480,NV,0
33237,498,NV,0
34063,516,NV,0
35195,533,NV,0
36694,556,NV,0
37935,584,NV,0
39241,611,NV,0
41017,632,NV,0
42489,658,NV,0
43558,681,NV,0
44803,714,NV,0
46313,743,NV,0
47638,775,NV,0
49247,817,NV,0
50812,858,NV,0
52349,888,NV,0
53252,920,NV,0
54528,955,NV,0
55864,984,NV,0
57085,1011,NV,0
58489,1052,NV,0
60056,1078,NV,0
61399,1111,NV,0
62590,1141,NV,0
63781,1184,NV,0
65453,1216,NV,0
66855,1253,NV,0
68605,1292,NV,0
70160,1329,NV,0
72394,1361,NV,0
73780,1394,NV,0
75721,1427,NV,0
77878,1453,NV,0
79767,1491,NV,0
82197,1524,NV,0
84435,1553,NV,0
86686,1578,NV,0
88203,1614,NV,0
90324,1648,NV,0
92016,1686,NV,0
94504,1714,NV,0
97264,1755,NV,0
99816,1795,NV,0
101743,1830,NV,0
103119,1855,NV,0
105346,1889,NV,0
107743,1918,NV,0
110099,1956,NV,0
112522,1998,NV,0
115241,2041,NV,0
117685,2069,NV,0
119107,2113,NV,0
121183,2152,NV,0
123653,2194,NV,0
126044,2229,NV,0
128565,2263,NV,0
131228,2293,NV,0
133272,2330,NV,0
134695,2369,NV,0
137248,2410,NV,0
