confirmed_cases,confirmed_deaths,majority_vaccinated,population_vaccinated
49370,38,NV,0.14
49370,38,NV,0.14
49370,38,NV,0.14
49370,38,NV,0.14
49370,38,NV,0.14
49370,38,NV,0.14
49370,38,NV,0.15
49370,38,NV,0.15
49370,38,NV,0.15
49370,38,NV,0.15
49882,38,NV,0.15
49882,38,NV,0.15
49882,38,NV,0.15
49882,38,NV,0.15
49957,38,NV,0.15
50026,38,NV,0.15
50026,38,NV,0.15
50040,38,NV,0.15
50066,38,NV,0.15
50066,38,NV,0.15
50066,38,NV,0.15
50129,38,NV,0.15
50129,38,NV,0.15
50129,38,NV,0.15
50129,38,NV,0.15
50193,38,NV,0.15
50193,38,NV,0.15
50193,38,NV,0.16
50193,38,NV,0.16
50193,38,NV,0.16
50193,38,NV,0.16
50225,38,NV,0.16
50225,38,NV,0.16
50225,38,NV,0.16
50225,38,NV,0.17
50225,38,NV,0.17
50289,38,NV,0.17
50289,38,NV,0.17
50289,38,NV,0.17
50289,38,NV,0.17
50289,38,NV,0.17
50289,38,NV,0.18
50372,38,NV,0.18
50372,38,NV,0.18
50372,38,NV,0.18
50372,38,NV,0.18
50413,38,NV,0.18
50413,38,NV,0.18
50413,38,NV,0.18
50452,38,NV,0.18
50452,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50470,38,NV,0.18
50517,38,NV,0.18
50574,38,NV,0.18
50574,38,NV,0.18
50574,38,NV,0.18
50574,38,NV,0.18
50574,38,NV,0.18
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
1,0,NV,0
2,0,NV,0
8,0,NV,0
13,0,NV,0
23,0,NV,0
50,0,NV,0
109,0,NV,0
169,0,NV,0
200,0,NV,0
239,0,NV,0
267,0,NV,0
314,3,NV,0
314,3,NV,0
559,3,NV,0
689,4,NV,0
886,4,NV,0
1058,5,NV,0
1243,10,NV,0
1486,14,NV,0
1795,21,NV,0
2257,37,NV,0
2815,67,NV,0
3401,75,NV,0
3743,88,NV,0
4269,122,NV,0
4937,178,NV,0
6235,220,NV,0
7284,289,NV,0
9134,353,NV,0
10836,431,NV,0
11899,513,NV,0
12775,705,NV,0
13964,828,NV,0
15348,1011,NV,0
16770,1143,NV,0
18431,1283,NV,0
19691,1447,NV,0
20814,1632,NV,0
22194,2035,NV,0
23403,2240,NV,0
24983,2523,NV,0
26667,3019,NV,0
28018,3346,NV,0
29647,3600,NV,0
30589,3903,NV,0
31119,4157,NV,0
33573,4440,NV,0
34809,4857,NV,0
36138,5163,NV,0
37183,5453,NV,0
38496,5683,NV,0
39983,5828,NV,0
40956,5998,NV,0
41889,6262,NV,0
42797,6490,NV,0
44293,6679,NV,0
45325,6917,NV,0
46134,7094,NV,0
46687,7207,NV,0
47334,7331,NV,0
47859,7501,NV,0
48519,7594,NV,0
49032,7703,NV,0
49517,7765,NV,0
49906,7844,NV,0
50267,7924,NV,0
50509,8016,NV,0
50781,8339,NV,0
51420,8415,NV,0
52011,8521,NV,0
52596,8581,NV,0
53081,8656,NV,0
53449,8707,NV,0
53779,8761,NV,0
53981,8843,NV,0
54288,8903,NV,0
54644,8959,NV,0
54989,9005,NV,0
55280,9052,NV,0
55559,9080,NV,0
55791,9108,NV,0
55983,9150,NV,0
56235,9186,NV,0
56511,9212,NV,0
56810,9237,NV,0
57092,9280,NV,0
57342,9312,NV,0
57455,9334,NV,0
57592,9364,NV,0
57849,9388,NV,0
58061,9430,NV,0
58186,9453,NV,0
58381,9467,NV,0
58517,9486,NV,0
58615,9505,NV,0
58685,9522,NV,0
58767,9548,NV,0
58907,9566,NV,0
59072,9580,NV,0
59226,9595,NV,0
59348,9606,NV,0
59437,9619,NV,0
59569,9629,NV,0
59711,9636,NV,0
59819,9646,NV,0
59918,9650,NV,0
60029,9655,NV,0
60100,9661,NV,0
60155,9663,NV,0
60244,9675,NV,0
60348,9683,NV,0
60476,9695,NV,0
60550,9696,NV,0
60550,9696,NV,0
60550,9696,NV,0
60810,9713,NV,0
60898,9722,NV,0
61007,9726,NV,0
61106,9731,NV,0
61209,9732,NV,0
61295,9732,NV,0
61361,9732,NV,0
61427,9747,NV,0
61509,9754,NV,0
61598,9761,NV,0
61727,9765,NV,0
61838,9771,NV,0
62016,9771,NV,0
62058,9774,NV,0
62058,9774,NV,0
62123,9776,NV,0
62210,9778,NV,0
62357,9781,NV,0
62469,9782,NV,0
62707,9782,NV,0
62707,9782,NV,0
62781,9787,NV,0
62872,9788,NV,0
63238,9795,NV,0
63499,9800,NV,0
63706,9800,NV,0
63706,9800,NV,0
64094,9805,NV,0
64258,9805,NV,0
64627,9808,NV,0
64847,9812,NV,0
65199,9817,NV,0
65727,9821,NV,0
66026,9821,NV,0
66428,9822,NV,0
66662,9833,NV,0
67335,9836,NV,0
68006,9840,NV,0
68751,9841,NV,0
69402,9845,NV,0
69849,9845,NV,0
70314,9850,NV,0
70648,9852,NV,0
71158,9859,NV,0
72016,9861,NV,0
72784,9866,NV,0
73401,9870,NV,0
74152,9872,NV,0
74620,9879,NV,0
75008,9885,NV,0
75647,9900,NV,0
76191,9916,NV,0
77113,9924,NV,0
77869,9935,NV,0
78323,9939,NV,0
78534,9944,NV,0
78897,9959,NV,0
79479,9969,NV,0
80178,9976,NV,0
80894,9985,NV,0
81468,9988,NV,0
81936,9992,NV,0
82092,9996,NV,0
82447,9996,NV,0
83030,9879,NV,0
83500,9884,NV,0
83952,9886,NV,0
84599,9891,NV,0
85042,9894,NV,0
85236,9895,NV,0
85487,9897,NV,0
85911,9898,NV,0
86544,9899,NV,0
87174,9901,NV,0
87825,9906,NV,0
88367,9907,NV,0
88769,9909,NV,0
89141,9912,NV,0
89691,9917,NV,0
90568,9917,NV,0
91537,9919,NV,0
92478,9923,NV,0
93455,9925,NV,0
94306,9927,NV,0
94795,9930,NV,0
95948,9935,NV,0
97976,9936,NV,0
99649,9937,NV,0
100748,9944,NV,0
102295,9948,NV,0
103392,9950,NV,0
105226,9955,NV,0
106887,9959,NV,0
108768,9965,NV,0
110976,9969,NV,0
112803,9974,NV,0
114179,9980,NV,0
115353,9987,NV,0
117115,10001,NV,0
118452,10016,NV,0
121059,10023,NV,0
124234,10037,NV,0
127623,10044,NV,0
130235,10064,NV,0
132203,10078,NV,0
134291,10092,NV,0
137868,10108,NV,0
143596,10126,NV,0
148981,10151,NV,0
156931,10175,NV,0
162258,10191,NV,0
165880,10211,NV,0
173240,10244,NV,0
181511,10278,NV,0
191959,10327,NV,0
202151,10359,NV,0
213115,10392,NV,0
222253,10413,NV,0
230480,10443,NV,0
240159,10489,NV,0
253386,10539,NV,0
270132,10588,NV,0
287700,10658,NV,0
305409,10737,NV,0
321031,10810,NV,0
333718,10899,NV,0
347289,11038,NV,0
368337,11170,NV,0
392258,11308,NV,0
412314,11452,NV,0
429229,11625,NV,0
441018,11737,NV,0
447355,11858,NV,0
452541,12126,NV,0
468213,12331,NV,0
479341,12520,NV,0
488044,12708,NV,0
494168,12907,NV,0
500789,13055,NV,0
503182,13216,NV,0
507475,13561,NV,0
515391,13758,NV,0
520393,13891,NV,0
525012,14106,NV,0
531280,14303,NV,0
535939,14421,NV,0
537871,14616,NV,0
540605,14839,NV,0
545787,15025,NV,0
550264,15196,NV,0
553680,15352,NV,0
556904,15522,NV,0
558779,15618,NV,0
559902,15755,NV,0
561803,15938,NV,0
564967,16077,NV,0
567532,16219,NV,0
570829,16339,NV,0
574448,16461,NV,0
576599,16547,NV,0
577345,16645,NV,0
579212,16786,NV,0
582252,16911,NV,0
584857,17033,NV,0
587439,17142,NV,0
589942,17254,NV,0
591756,17320,NV,0
592615,17386,NV,0
594572,17507,NV,0
597643,17603,NV,0
600397,17692,NV,0
600397,17692,NV,0
603159,17792,NV,0
608137,17951,NV,0
609211,18054,NV,0
611422,18178,NV,0
615058,18278,NV,0
618204,18371,NV,0
621039,18455,NV,0
623760,18545,NV,0
625930,18626,NV,0
626911,18697,NV,0
629109,18821,NV,0
632321,18939,NV,0
634904,19038,NV,0
637246,19089,NV,0
638030,19158,NV,0
638877,19200,NV,0
639734,19234,NV,0
641411,19361,NV,0
644242,19441,NV,0
646496,19528,NV,0
648289,19581,NV,0
649169,19644,NV,0
650011,19701,NV,0
650887,19750,NV,0
652735,19827,NV,0
655732,19883,NV,0
658655,19936,NV,0
660703,19992,NV,0
662694,20038,NV,0
664263,20078,NV,0
665223,20122,NV,0
667322,20194,NV,0
670249,20250,NV,0
672886,20294,NV,0
675089,20352,NV,0
677209,20396,NV,0
678839,20435,NV,0
679771,20472,NV,0.01
681250,20554,NV,0.01
684256,20572,NV,0.01
686827,20620,NV,0.01
689271,20675,NV,0.01
691854,20726,NV,0.01
693666,20779,NV,0.01
694858,20814,NV,0.01
696642,20879,NV,0.03
699662,20933,NV,0.06
702437,20982,NV,0.13
705120,21018,NV,0.21
707837,21066,NV,0.23
710153,21092,NV,0.24
711417,21124,NV,0.27
713271,21173,NV,0.4
716395,21216,NV,0.57
718847,21260,NV,0.79
721432,21295,NV,0.98
723870,21352,NV,1.03
725610,21389,NV,1.06
726483,21423,NV,1.13
728334,21472,NV,1.3
730951,21512,NV,1.46
733100,21551,NV,1.71
735220,21599,NV,1.95
737115,21634,NV,2.02
738631,21662,NV,2.04
739488,21702,NV,2.14
741205,21750,NV,2.23
743882,21793,NV,2.34
746302,21821,NV,2.49
749739,21859,NV,2.61
752379,21887,NV,2.62
754473,21903,NV,2.63
755594,21923,NV,2.65
757696,21956,NV,2.72
760809,21988,NV,2.8
763885,22006,NV,2.88
766654,22034,NV,2.94
769414,22052,NV,2.95
771511,22077,NV,2.95
772294,22106,NV,2.97
774344,22141,NV,3.03
777608,22169,NV,3.09
780251,22196,NV,3.16
783010,22215,NV,3.22
785809,22240,NV,3.23
787891,22261,NV,3.23
789008,22292,NV,3.25
791171,22327,NV,3.31
794605,22347,NV,3.39
798108,22370,NV,3.48
801723,22397,NV,3.6
805321,22421,NV,3.62
808283,22441,NV,3.63
809861,22545,NV,3.67
813026,22572,NV,3.71
818142,22600,NV,3.79
822801,22624,NV,3.93
827941,22650,NV,4.1
827941,22650,NV,4.11
837006,22707,NV,4.12
839238,22728,NV,4.16
842775,22763,NV,4.21
849090,22786,NV,4.31
854608,22816,NV,4.48
860731,22852,NV,4.65
866063,22870,NV,4.69
870757,22897,NV,4.69
872936,22921,NV,4.74
876842,22966,NV,4.79
882453,23016,NV,4.89
887920,23045,NV,5.11
892585,23083,NV,5.27
897474,23130,NV,5.29
900996,23169,NV,5.29
902964,23202,NV,5.31
904673,23247,NV,5.39
908212,23301,NV,5.48
913057,23348,NV,5.62
917917,23390,NV,5.76
922487,23428,NV,5.8
925476,23473,NV,5.8
927229,23503,NV,5.88
930603,23566,NV,5.96
935316,23603,NV,6.17
939309,23636,NV,6.4
943213,23681,NV,6.55
947000,23718,NV,6.6
949996,23747,NV,6.6
951626,23782,NV,6.64
955056,23834,NV,6.67
960169,23867,NV,6.71
964526,23909,NV,6.77
968107,23954,NV,6.83
972041,23990,NV,6.85
974418,24024,NV,6.85
976088,24065,NV,6.91
979034,24104,NV,7.04
982959,24140,NV,7.17
986622,24185,NV,7.34
990229,24230,NV,7.54
993434,24258,NV,7.61
995562,24291,NV,7.62
996896,24322,NV,7.75
999627,24367,NV,7.91
1003746,24406,NV,8.55
1007264,24444,NV,9.23
1010987,24483,NV,9.74
1014351,24511,NV,9.84
1016609,24551,NV,9.84
1017876,24583,NV,9.9
1020332,24609,NV,10
1023583,24630,NV,10.25
1026473,24645,NV,10.95
1028104,24664,NV,11.85
1030071,24686,NV,12.33
1031923,24709,NV,12.36
1032895,24723,NV,12.59
1034714,24749,NV,12.88
1038514,24768,NV,13.46
1041706,24794,NV,14.18
1044612,24809,NV,14.72
1047128,24823,NV,15.11
1048881,24842,NV,15.13
1049822,24853,NV,15.45
1050677,24873,NV,15.86
1052652,24889,NV,16.65
1055543,24902,NV,17.54
1057903,24910,NV,18.21
1059763,24921,NV,18.64
1061200,24940,NV,18.7
1062001,24955,NV,19.2
1063499,24968,NV,19.62
1065358,24982,NV,20.4
1066957,24995,NV,21.24
1068406,25014,NV,21.88
1069874,25019,NV,22.33
1070802,25033,NV,22.38
1071271,25041,NV,23.05
1072175,25051,NV,23.75
1073358,25061,NV,24.69
1074204,25068,NV,25.71
1074988,25075,NV,26.66
1075765,25081,NV,27.28
1076338,25088,NV,27.36
1076579,25093,NV,28.12
1077087,25099,NV,28.84
1077758,25110,NV,29.53
1078251,25117,NV,30.01
1078251,25117,NV,30.53
1079084,25132,NV,30.81
1079415,25136,NV,30.83
1079640,25141,NV,31.16
1080035,25144,NV,31.65
1081061,25149,NV,32.2
1081908,25152,NV,32.73
1082476,25160,NV,33.18
1082476,25160,NV,33.62
1082476,25160,NV,33.68
1083478,25168,NV,34.16
1084550,25170,NV,34.76
1085131,25173,NV,35.16
1085885,25180,NV,35.59
1086508,25185,NV,35.95
1086508,25185,NV,36.4
1086508,25185,NV,36.46
1088363,25190,NV,37.32
1089105,25194,NV,38.14
1091095,25196,NV,39.21
1092477,25196,NV,40.34
1093700,25198,NV,41.33
1093700,25198,NV,42.29
1093700,25198,NV,42.52
1097029,25205,NV,43.58
1098332,25207,NV,44.4
1100616,25207,NV,45.39
1102069,25208,NV,46.32
1103413,25209,NV,47.27
1103413,25209,NV,48
1103413,25209,NV,48.11
1107208,25213,NV,49.06
1108675,25213,NV,49.9
1108675,25213,V,50.66
1112161,25217,V,52.03
1112161,25217,V,53.24
1113465,25220,V,53.96
1113465,25220,V,54.07
1117697,25228,V,54.92
1119030,25230,V,55.7
1121089,25231,V,56.83
1122951,25235,V,57.9
1124715,25241,V,58.92
1124715,25241,V,59.53
1124715,25241,V,59.62
1129018,25247,V,60.37
1130758,25251,V,61
1132934,25258,V,61.75
1134907,25264,V,62.54
1136726,25268,V,63.29
1136726,25268,V,63.63
1136726,25268,V,63.68
1141379,25274,V,64.13
1143127,25279,V,64.7
1145736,25282,V,65.24
1147855,25285,V,65.76
1149869,25287,V,66.17
1149869,25287,V,66.36
1149869,25287,V,66.37
1154879,25299,V,66.66
1156620,25299,V,66.96
1159366,25305,V,67.32
1161558,25312,V,67.67
1163726,25320,V,67.97
1163726,25320,V,68.13
1163726,25320,V,68.15
1168602,25341,V,68.44
1170213,25342,V,68.72
1173108,25348,V,69.02
1175575,25354,V,69.36
1177909,25360,V,69.65
1177909,25360,V,69.89
1177909,25360,V,69.9
1182810,25374,V,70.13
1184664,25380,V,70.39
1187506,25382,V,70.52
1189710,25392,V,70.62
1192008,25397,V,70.78
1192008,25397,V,70.96
1192008,25397,V,70.96
1196656,25421,V,70.99
1198503,25428,V,71.05
1201056,25442,V,71.2
1203326,25447,V,71.27
1205516,25454,V,71.37
1205516,25454,V,71.49
1205516,25454,V,71.5
1210381,25473,V,71.55
1212106,25477,V,71.58
1215114,25486,V,71.68
1217473,25494,V,71.76
1219814,25497,V,71.85
1219814,25497,V,71.97
1219814,25497,V,71.97
1224885,25517,V,72
1226682,25524,V,72.06
1229236,25533,V,72.16
1231523,25543,V,72.22
1233723,25554,V,72.3
1233723,25554,V,72.45
1233723,25554,V,72.46
1238358,25568,V,72.5
1240232,25581,V,72.55
1242821,25595,V,72.67
1244954,25602,V,72.73
1247197,25612,V,72.8
1247197,25612,V,72.89
1247197,25612,V,72.89
1251857,25632,V,72.92
1253587,25640,V,72.94
1256191,25649,V,73
1258688,25665,V,73.04
1261102,25675,V,73.1
1261102,25675,V,73.18
1261102,25675,V,73.18
1266562,25695,V,73.21
1269002,25713,V,73.25
1272669,25726,V,73.31
1276221,25732,V,73.35
1279869,25747,V,73.42
1279869,25747,V,73.49
1279869,25747,V,73.49
1289033,25780,V,73.51
1292887,25797,V,73.53
1299439,25816,V,73.58
1305678,25835,V,73.61
1312360,25846,V,73.68
1312360,25846,V,73.74
1312360,25846,V,73.74
1328202,25889,V,73.77
1333947,25914,V,73.81
1342718,25946,V,73.87
1351913,25976,V,73.91
1360650,25994,V,73.96
1360650,25994,V,74.02
1360650,25994,V,74.02
1360650,25994,V,74.02
1360650,25994,V,74.05
1393358,26083,V,74.1
1403548,26105,V,74.13
1403548,26105,V,74.18
1414463,26131,V,74.22
1414463,26131,V,74.22
1438830,26200,V,74.24
1438830,26200,V,74.29
1463548,26261,V,74.35
1463548,26261,V,74.35
1484712,26321,V,74.39
1484712,26321,V,74.43
1484712,26321,V,74.43
1512474,26403,V,74.46
1524862,26444,V,74.51
1543299,26484,V,74.57
1559998,26526,V,74.61
1581500,26568,V,74.65
1581500,26568,V,74.69
1581500,26568,V,74.69
1623560,26669,V,74.71
1635675,26705,V,74.75
1659025,26743,V,74.8
1679861,26793,V,74.84
1701633,26840,V,74.88
1701633,26840,V,74.92
1701633,26840,V,74.92
1749469,26966,V,74.95
1766035,27015,V,74.98
1786444,27072,V,75.04
1809557,27120,V,75.06
1827467,27167,V,75.09
1827467,27167,V,75.13
1827467,27167,V,75.13
1868906,27319,V,75.15
1879784,27360,V,75.18
1898498,27416,V,75.24
1914527,27463,V,75.27
1929772,27504,V,75.3
1929772,27504,V,75.33
1929772,27504,V,75.34
1959193,27631,V,75.36
1968269,27685,V,75.39
1980120,27729,V,75.45
1980120,27729,V,75.48
1990160,27763,V,75.51
1999764,27895,V,75.54
1999764,27895,V,75.54
2017154,27992,V,75.57
2017447,28035,V,75.6
2023285,28067,V,75.66
2030878,28110,V,75.7
2038111,28149,V,75.7
2038111,28149,V,75.7
2038111,28149,V,75.7
2052871,28218,V,75.72
2062836,28250,V,75.73
2075781,28267,V,75.75
2089657,28308,V,75.76
2105343,28331,V,75.76
2105343,28331,V,75.76
2105343,28331,V,75.76
2133284,28385,V,75.78
2151914,28407,V,75.8
2179710,28429,V,75.84
2206992,28446,V,75.86
2231686,28459,V,75.88
2231686,28459,V,75.9
2231686,28459,V,75.9
2286532,28518,V,75.91
2307843,28539,V,75.94
2347164,28566,V,75.99
2347164,28566,V,76
2410731,28612,V,76.02
2410731,28612,V,76.03
2410731,28612,V,76.03
2484027,28661,V,76.04
2521462,28695,V,76.05
2575313,28726,V,76.07
2642761,28759,V,76.08
2697239,28780,V,76.09
2697239,28780,V,76.1
2697239,28780,V,76.1
2830719,28835,V,76.11
2878212,28863,V,76.12
2939439,28902,V,76.15
3007724,28938,V,76.16
3055925,28957,V,76.18
3055925,28957,V,76.26
3055925,28957,V,76.27
3155239,29052,V,76.28
3184201,29083,V,76.3
3229629,29132,V,76.4
3267656,29185,V,76.42
3296038,29227,V,76.44
3296038,29227,V,76.65
3296038,29227,V,76.71
3344833,29337,V,76.73
3363890,29429,V,76.76
3386223,29497,V,76.94
3405839,29563,V,76.96
3421081,29624,V,77
3421081,29624,V,77.24
3421081,29624,V,77.3
3447539,29724,V,77.32
3460301,29778,V,77.34
3473015,29832,V,77.51
3484518,29886,V,77.53
3494223,29920,V,77.55
3494223,29920,V,77.72
3494223,29920,V,77.74
3512212,30015,V,77.75
3520568,30040,V,77.77
3529041,30076,V,77.88
3537675,30101,V,77.91
3544034,30121,V,77.92
3544034,30121,V,78
3544034,30121,V,78.01
3557314,30179,V,78.02
3563841,30199,V,78.02
3563841,30199,V,78.06
3571579,30217,V,78.08
3586292,30259,V,78.08
3586292,30259,V,78.12
3586292,30259,V,78.12
3601627,30296,V,78.12
3609122,30313,V,78.13
3609122,30313,V,78.22
3629671,30380,V,78.22
3640052,30408,V,78.23
3640052,30408,V,78.27
3640052,30408,V,78.27
3658084,30445,V,78.28
3658084,30445,V,78.28
3683784,30492,V,78.32
3696059,30510,V,78.33
3696059,30510,V,78.33
3707561,30529,V,78.35
3707561,30529,V,78.35
3728945,30575,V,78.35
3741614,30605,V,78.36
3757776,30635,V,78.38
3771233,30662,V,78.38
3782085,30686,V,78.38
3782085,30686,V,78.39
3782085,30686,V,78.39
3807447,30747,V,78.4
3807447,30747,V,78.4
3807447,30747,V,78.43
3851048,30826,V,78.43
3851048,30826,V,78.43
3851048,30826,V,78.43
3851048,30826,V,78.43
3881523,30908,V,78.44
3881523,30908,V,78.44
3881523,30908,V,78.44
3915732,30997,V,78.44
3915732,30997,V,78.44
3915732,30997,V,78.45
3915732,30997,V,78.45
3943831,31079,V,78.45
3943831,31079,V,78.45
3943831,31079,V,78.45
3972963,31165,V,78.45
3972963,31165,V,78.45
3972963,31165,V,78.46
3972963,31165,V,78.46
3972963,31165,V,78.46
3998722,31262,V,78.46
3998722,31262,V,78.46
4015791,31319,V,78.47
4015791,31319,V,78.47
4015791,31319,V,78.47
4015791,31319,V,78.47
4015791,31319,V,78.47
4036113,31382,V,78.47
4036113,31382,V,78.48
4056448,31439,V,78.48
4056448,31439,V,78.48
4056448,31439,V,78.48
4056448,31439,V,78.48
4071279,31494,V,78.48
4071279,31494,V,78.48
4071279,31494,V,78.49
4088336,31552,V,78.49
4088336,31552,V,78.49
4088336,31552,V,78.49
4088336,31552,V,78.49
4102082,31580,V,78.49
4102082,31580,V,78.49
4102082,31580,V,78.5
4116397,31613,V,78.5
4116397,31613,V,78.5
4116397,31613,V,78.5
4116397,31613,V,78.5
4127123,31656,V,78.5
4127123,31656,V,78.5
4134293,31675,V,78.5
4134293,31675,V,78.5
4134293,31675,V,78.51
4134293,31675,V,78.51
4134293,31675,V,78.51
4143408,31710,V,78.51
4143408,31710,V,78.51
4147568,31727,V,78.51
4147568,31727,V,78.51
4147568,31727,V,78.51
4147568,31727,V,78.52
4147568,31727,V,78.52
4152558,31754,V,78.52
4152558,31754,V,78.52
4152558,31754,V,78.52
4158754,31768,V,78.52
4158754,31768,V,78.52
4158754,31768,V,78.53
4158754,31768,V,78.53
4158754,31768,V,78.53
4164698,31799,V,78.53
4164698,31799,V,78.53
4170252,31816,V,78.53
4170252,31816,V,78.53
4170252,31816,V,78.53
4170252,31816,V,78.53
4177440,31835,V,78.53
4177440,31835,V,78.54
4177440,31835,V,78.54
4187940,31856,V,78.54
4187940,31856,V,78.54
4187940,31856,V,78.54
4187940,31856,V,78.54
4197345,31868,V,78.54
4197345,31868,V,78.54
4197345,31868,V,78.55
4211511,31883,V,78.55
4211511,31883,V,78.55
4211511,31883,V,78.55
4211511,31883,V,78.55
4225222,31903,V,78.55
4225222,31903,V,78.55
4225222,31903,V,78.55
4246078,31918,V,78.56
4246078,31918,V,78.56
4246078,31918,V,78.56
4246078,31918,V,78.56
4265296,31952,V,78.56
4265296,31952,V,78.56
4265296,31952,V,78.56
4294880,31977,V,78.56
4294880,31977,V,78.56
4294880,31977,V,78.56
4294880,31977,V,78.56
4320107,32015,V,78.56
4320107,32015,V,78.56
4320107,32015,V,78.56
4349050,32051,V,78.57
4349050,32051,V,78.57
4349050,32051,V,78.57
4349050,32051,V,78.57
4368611,32089,V,78.57
4368611,32089,V,78.57
4381331,32118,V,78.57
4381331,32118,V,78.57
4381331,32118,V,78.57
4381331,32118,V,78.57
4381331,32118,V,78.57
4398161,32179,V,78.57
4398161,32179,V,78.57
4398161,32179,V,78.57
4414255,32228,V,78.57
4414255,32228,V,78.57
4414255,32228,V,78.58
4414255,32228,V,78.58
4425201,32263,V,78.58
4425201,32263,V,78.58
4425201,32263,V,78.58
4425201,32263,V,78.58
4437299,32296,V,78.58
4437299,32296,V,78.58
4437299,32296,V,78.58
4444819,32329,V,78.58
4444819,32329,V,78.58
4444819,32329,V,78.58
4453483,32364,V,78.58
4453483,32364,V,78.58
4453483,32364,V,78.58
4453483,32364,V,78.58
4453483,32364,V,78.58
4460582,32410,V,78.58
4460582,32410,V,78.58
4466095,32436,V,78.59
4466095,32436,V,78.59
4466095,32436,V,78.59
4466095,32436,V,78.59
4471620,32463,V,78.59
4471620,32463,V,78.59
4471620,32463,V,78.59
4477770,32496,V,78.59
4477770,32496,V,78.59
4477770,32496,V,78.59
4477770,32496,V,78.59
4482315,32516,V,78.59
4482315,32516,V,78.59
4482315,32516,V,78.59
4488054,32534,V,78.59
4488054,32534,V,78.59
4488054,32534,V,78.59
4488054,32534,V,78.59
4492773,32561,V,78.59
4492773,32561,V,78.59
4497199,32575,V,78.59
4497199,32575,V,78.59
4497199,32575,V,78.6
4497199,32575,V,78.6
4497199,32575,V,78.6
4497199,32575,V,78.6
4504106,32605,V,78.6
4504106,32605,V,78.6
4511590,32625,V,78.6
4511590,32625,V,78.6
4511590,32625,V,78.6
4511590,32625,V,78.6
4511590,32625,V,78.6
4517212,32636,V,78.6
4517212,32636,V,78.6
4525931,32647,V,78.6
4525931,32647,V,78.6
4525931,32647,V,78.6
4525931,32647,V,78.6
4533249,32659,V,78.6
4533249,32659,V,78.6
4533249,32659,V,78.6
4544505,32673,V,78.6
4544505,32673,V,78.6
4544505,32673,V,78.6
4544505,32673,V,78.6
4553333,32690,V,78.6
4553333,32690,V,78.6
4553333,32690,V,78.61
4566207,32716,V,78.61
4566207,32716,V,78.61
4566207,32716,V,78.61
4566207,32716,V,78.61
4575519,32746,V,78.61
4575519,32746,V,78.61
4575519,32746,V,78.61
4586564,32776,V,78.61
4586564,32776,V,78.61
4586564,32776,V,78.61
4586564,32776,V,78.61
4594338,32810,V,78.61
4594338,32810,V,78.61
4594338,32810,V,78.61
4602438,32846,V,78.61
4602438,32846,V,78.61
4602438,32846,V,78.61
4602438,32846,V,78.61
4607296,32883,V,78.61
4607296,32883,V,78.61
4607296,32883,V,78.62
4612239,32902,V,78.62
4612239,32902,V,78.62
4612239,32902,V,78.62
4612239,32902,V,78.62
4612239,32902,V,78.62
4612239,32902,V,78.62
4612239,32902,V,78.62
4617315,32941,V,78.62
4617315,32941,V,78.62
4617315,32941,V,78.62
4617315,32941,V,78.62
4619721,32959,V,78.62
4619721,32959,V,78.62
4619721,32959,V,78.62
4622723,32976,V,78.62
4622723,32976,V,78.62
4622723,32976,V,78.62
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
0,0,NV,0
